tpep_pickup_datetime,RatecodeID
"2017-01-13 00:00:01",2
"2017-01-13 00:00:02",2
"2017-01-13 00:00:08",2
"2017-01-13 00:00:10",2
"2017-01-13 00:01:41",2
"2017-01-13 00:01:43",2
"2017-01-13 00:01:59",2
"2017-01-13 00:02:19",2
"2017-01-13 00:02:44",2
"2017-01-13 00:02:48",2
"2017-01-13 00:02:51",2
"2017-01-13 00:02:53",2
"2017-01-13 00:02:55",2
"2017-01-13 00:03:00",2
"2017-01-13 00:04:18",2
"2017-01-13 00:04:29",2
"2017-01-13 00:05:02",2
"2017-01-13 00:05:56",2
"2017-01-13 00:05:57",2
"2017-01-13 00:06:01",2
"2017-01-13 00:06:26",2
"2017-01-13 00:06:28",2
"2017-01-13 00:06:34",2
"2017-01-13 00:06:37",2
"2017-01-13 00:06:47",2
"2017-01-13 00:07:05",2
"2017-01-13 00:07:06",2
"2017-01-13 00:07:33",2
"2017-01-13 00:08:09",2
"2017-01-13 00:08:18",2
"2017-01-13 00:08:20",2
"2017-01-13 00:08:34",2
"2017-01-13 00:09:08",2
"2017-01-13 00:09:33",2
"2017-01-13 00:09:38",2
"2017-01-13 00:09:57",2
"2017-01-13 00:10:06",2
"2017-01-13 00:10:35",2
"2017-01-13 00:10:56",2
"2017-01-13 00:11:38",2
"2017-01-13 00:11:39",2
"2017-01-13 00:11:59",2
"2017-01-13 00:12:02",2
"2017-01-13 00:12:09",2
"2017-01-13 00:12:12",2
"2017-01-13 00:12:14",2
"2017-01-13 00:12:36",2
"2017-01-13 00:12:54",2
"2017-01-13 00:13:18",2
"2017-01-13 00:13:25",2
"2017-01-13 00:13:31",2
"2017-01-13 00:13:52",2
"2017-01-13 00:13:58",2
"2017-01-13 00:14:45",2
"2017-01-13 00:14:52",2
"2017-01-13 00:15:25",2
"2017-01-13 00:15:42",2
"2017-01-13 00:15:51",2
"2017-01-13 00:15:55",2
"2017-01-13 00:16:12",2
"2017-01-13 00:16:12",2
"2017-01-13 00:16:16",2
"2017-01-13 00:16:17",2
"2017-01-13 00:16:27",2
"2017-01-13 00:16:33",2
"2017-01-13 00:16:38",2
"2017-01-13 00:16:55",2
"2017-01-13 00:17:09",2
"2017-01-13 00:17:29",2
"2017-01-13 00:17:34",2
"2017-01-13 00:18:46",2
"2017-01-13 00:18:51",2
"2017-01-13 00:19:11",2
"2017-01-13 00:19:33",2
"2017-01-13 00:19:48",2
"2017-01-13 00:20:01",2
"2017-01-13 00:20:09",2
"2017-01-13 00:20:22",2
"2017-01-13 00:20:26",2
"2017-01-13 00:21:02",2
"2017-01-13 00:21:02",2
"2017-01-13 00:21:46",2
"2017-01-13 00:22:19",2
"2017-01-13 00:23:04",2
"2017-01-13 00:23:20",2
"2017-01-13 00:23:49",2
"2017-01-13 00:23:58",2
"2017-01-13 00:24:01",2
"2017-01-13 00:24:33",2
"2017-01-13 00:25:28",2
"2017-01-13 00:25:42",2
"2017-01-13 00:25:51",2
"2017-01-13 00:25:55",2
"2017-01-13 00:26:22",2
"2017-01-13 00:26:26",2
"2017-01-13 00:26:35",2
"2017-01-13 00:26:41",2
"2017-01-13 00:27:12",2
"2017-01-13 00:27:14",2
"2017-01-13 00:27:23",2
"2017-01-13 00:27:25",2
"2017-01-13 00:28:21",2
"2017-01-13 00:28:57",2
"2017-01-13 00:29:32",2
"2017-01-13 00:29:40",2
"2017-01-13 00:30:42",2
"2017-01-13 00:30:54",2
"2017-01-13 00:30:57",2
"2017-01-13 00:31:01",2
"2017-01-13 00:31:13",2
"2017-01-13 00:31:24",2
"2017-01-13 00:31:39",2
"2017-01-13 00:31:46",2
"2017-01-13 00:32:01",2
"2017-01-13 00:32:25",2
"2017-01-13 00:32:52",2
"2017-01-13 00:33:00",2
"2017-01-13 00:33:04",2
"2017-01-13 00:33:21",2
"2017-01-13 00:33:43",2
"2017-01-13 00:34:22",2
"2017-01-13 00:34:40",2
"2017-01-13 00:35:03",2
"2017-01-13 00:35:17",2
"2017-01-13 00:35:57",2
"2017-01-13 00:35:58",2
"2017-01-13 00:36:01",2
"2017-01-13 00:37:34",2
"2017-01-13 00:37:51",2
"2017-01-13 00:37:55",2
"2017-01-13 00:38:02",2
"2017-01-13 00:39:32",2
"2017-01-13 00:39:37",2
"2017-01-13 00:40:04",2
"2017-01-13 00:40:11",2
"2017-01-13 00:40:37",2
"2017-01-13 00:41:20",2
"2017-01-13 00:41:43",2
"2017-01-13 00:42:11",2
"2017-01-13 00:42:15",2
"2017-01-13 00:42:15",2
"2017-01-13 00:42:31",2
"2017-01-13 00:42:49",2
"2017-01-13 00:42:50",2
"2017-01-13 00:42:57",2
"2017-01-13 00:43:23",2
"2017-01-13 00:43:40",2
"2017-01-13 00:44:04",2
"2017-01-13 00:44:37",2
"2017-01-13 00:45:08",2
"2017-01-13 00:45:16",2
"2017-01-13 00:45:25",2
"2017-01-13 00:45:27",2
"2017-01-13 00:45:47",2
"2017-01-13 00:47:04",2
"2017-01-13 00:47:50",2
"2017-01-13 00:47:52",2
"2017-01-13 00:48:40",2
"2017-01-13 00:48:59",2
"2017-01-13 00:49:14",2
"2017-01-13 00:50:32",2
"2017-01-13 00:50:45",2
"2017-01-13 00:51:45",2
"2017-01-13 00:54:37",2
"2017-01-13 00:55:27",2
"2017-01-13 00:55:47",2
"2017-01-13 00:56:07",2
"2017-01-13 00:56:37",2
"2017-01-13 00:56:53",2
"2017-01-13 00:58:16",2
"2017-01-13 00:58:26",2
"2017-01-13 00:58:35",2
"2017-01-13 00:58:37",2
"2017-01-13 00:58:38",2
"2017-01-13 00:59:00",2
"2017-01-13 00:59:29",2
"2017-01-13 01:00:04",2
"2017-01-13 01:01:53",2
"2017-01-13 01:02:08",2
"2017-01-13 01:02:53",2
"2017-01-13 01:03:21",2
"2017-01-13 01:03:46",2
"2017-01-13 01:03:55",2
"2017-01-13 01:04:23",2
"2017-01-13 01:12:15",2
"2017-01-13 01:15:42",2
"2017-01-13 01:16:39",2
"2017-01-13 01:24:39",2
"2017-01-13 01:25:55",2
"2017-01-13 01:28:26",2
"2017-01-13 01:30:57",2
"2017-01-13 01:31:24",2
"2017-01-13 01:31:31",2
"2017-01-13 01:32:47",2
"2017-01-13 01:34:11",2
"2017-01-13 01:35:46",2
"2017-01-13 01:37:03",2
"2017-01-13 01:37:03",2
"2017-01-13 01:37:13",2
"2017-01-13 01:37:17",2
"2017-01-13 01:37:41",2
"2017-01-13 01:38:45",2
"2017-01-13 01:38:51",2
"2017-01-13 01:38:55",2
"2017-01-13 01:39:03",2
"2017-01-13 01:39:09",2
"2017-01-13 01:39:39",2
"2017-01-13 01:40:09",2
"2017-01-13 01:40:45",2
"2017-01-13 01:40:52",2
"2017-01-13 01:41:52",2
"2017-01-13 01:44:20",2
"2017-01-13 01:44:38",2
"2017-01-13 01:44:53",2
"2017-01-13 01:49:01",2
"2017-01-13 01:49:08",2
"2017-01-13 01:53:06",2
"2017-01-13 01:55:08",2
"2017-01-13 01:55:49",2
"2017-01-13 01:57:47",2
"2017-01-13 02:01:22",2
"2017-01-13 02:04:53",2
"2017-01-13 02:07:25",2
"2017-01-13 02:16:28",2
"2017-01-13 02:19:57",2
"2017-01-13 02:20:36",2
"2017-01-13 02:22:17",2
"2017-01-13 02:28:44",2
"2017-01-13 02:29:55",2
"2017-01-13 02:40:53",2
"2017-01-13 02:41:16",2
"2017-01-13 02:50:49",2
"2017-01-13 02:59:06",2
"2017-01-13 03:00:03",2
"2017-01-13 03:17:15",2
"2017-01-13 03:17:58",2
"2017-01-13 03:20:16",2
"2017-01-13 03:22:48",2
"2017-01-13 03:23:37",2
"2017-01-13 03:23:45",2
"2017-01-13 03:25:58",2
"2017-01-13 03:26:50",2
"2017-01-13 03:28:24",2
"2017-01-13 03:29:31",2
"2017-01-13 03:29:39",2
"2017-01-13 03:31:03",2
"2017-01-13 03:32:14",2
"2017-01-13 03:34:42",2
"2017-01-13 03:36:31",2
"2017-01-13 03:37:57",2
"2017-01-13 03:40:05",2
"2017-01-13 03:40:57",2
"2017-01-13 03:42:07",2
"2017-01-13 03:43:13",2
"2017-01-13 03:43:45",2
"2017-01-13 03:49:27",2
"2017-01-13 03:49:30",2
"2017-01-13 03:54:53",2
"2017-01-13 03:59:22",2
"2017-01-13 03:59:52",2
"2017-01-13 04:00:48",2
"2017-01-13 04:04:33",2
"2017-01-13 04:05:19",2
"2017-01-13 04:05:26",2
"2017-01-13 04:05:31",2
"2017-01-13 04:05:39",2
"2017-01-13 04:06:39",2
"2017-01-13 04:06:58",2
"2017-01-13 04:07:14",2
"2017-01-13 04:07:22",2
"2017-01-13 04:07:36",2
"2017-01-13 04:08:46",2
"2017-01-13 04:08:47",2
"2017-01-13 04:09:55",2
"2017-01-13 04:10:59",2
"2017-01-13 04:11:45",2
"2017-01-13 04:11:58",2
"2017-01-13 04:12:30",2
"2017-01-13 04:14:02",2
"2017-01-13 04:15:12",2
"2017-01-13 04:17:56",2
"2017-01-13 04:21:20",2
"2017-01-13 04:22:16",2
"2017-01-13 04:22:41",2
"2017-01-13 04:22:42",2
"2017-01-13 04:23:06",2
"2017-01-13 04:24:14",2
"2017-01-13 04:24:33",2
"2017-01-13 04:26:23",2
"2017-01-13 04:26:47",2
"2017-01-13 04:26:56",2
"2017-01-13 04:27:02",2
"2017-01-13 04:28:03",2
"2017-01-13 04:28:26",2
"2017-01-13 04:28:55",2
"2017-01-13 04:29:57",2
"2017-01-13 04:30:05",2
"2017-01-13 04:30:29",2
"2017-01-13 04:30:43",2
"2017-01-13 04:30:43",2
"2017-01-13 04:31:00",2
"2017-01-13 04:31:08",2
"2017-01-13 04:31:22",2
"2017-01-13 04:32:22",2
"2017-01-13 04:33:08",2
"2017-01-13 04:33:25",2
"2017-01-13 04:34:54",2
"2017-01-13 04:34:58",2
"2017-01-13 04:35:13",2
"2017-01-13 04:35:39",2
"2017-01-13 04:35:59",2
"2017-01-13 04:36:02",2
"2017-01-13 04:37:52",2
"2017-01-13 04:37:56",2
"2017-01-13 04:38:00",2
"2017-01-13 04:38:30",2
"2017-01-13 04:39:22",2
"2017-01-13 04:40:28",2
"2017-01-13 04:40:40",2
"2017-01-13 04:41:45",2
"2017-01-13 04:42:02",2
"2017-01-13 04:42:13",2
"2017-01-13 04:42:31",2
"2017-01-13 04:42:44",2
"2017-01-13 04:42:47",2
"2017-01-13 04:43:48",2
"2017-01-13 04:44:14",2
"2017-01-13 04:44:16",2
"2017-01-13 04:44:47",2
"2017-01-13 04:45:06",2
"2017-01-13 04:45:29",2
"2017-01-13 04:46:00",2
"2017-01-13 04:46:58",2
"2017-01-13 04:48:10",2
"2017-01-13 04:48:23",2
"2017-01-13 04:48:49",2
"2017-01-13 04:49:07",2
"2017-01-13 04:49:11",2
"2017-01-13 04:49:34",2
"2017-01-13 04:49:35",2
"2017-01-13 04:49:51",2
"2017-01-13 04:50:00",2
"2017-01-13 04:50:11",2
"2017-01-13 04:50:31",2
"2017-01-13 04:50:53",2
"2017-01-13 04:51:44",2
"2017-01-13 04:51:56",2
"2017-01-13 04:52:30",2
"2017-01-13 04:52:39",2
"2017-01-13 04:52:40",2
"2017-01-13 04:52:57",2
"2017-01-13 04:54:45",2
"2017-01-13 04:56:26",2
"2017-01-13 04:56:50",2
"2017-01-13 04:57:10",2
"2017-01-13 04:57:44",2
"2017-01-13 04:57:46",2
"2017-01-13 04:58:12",2
"2017-01-13 04:58:50",2
"2017-01-13 04:59:02",2
"2017-01-13 04:59:05",2
"2017-01-13 04:59:18",2
"2017-01-13 04:59:29",2
"2017-01-13 04:59:36",2
"2017-01-13 04:59:56",2
"2017-01-13 05:00:21",2
"2017-01-13 05:00:26",2
"2017-01-13 05:00:29",2
"2017-01-13 05:00:40",2
"2017-01-13 05:01:01",2
"2017-01-13 05:01:03",2
"2017-01-13 05:01:19",2
"2017-01-13 05:01:34",2
"2017-01-13 05:02:10",2
"2017-01-13 05:02:36",2
"2017-01-13 05:02:57",2
"2017-01-13 05:03:17",2
"2017-01-13 05:03:37",2
"2017-01-13 05:03:59",2
"2017-01-13 05:04:32",2
"2017-01-13 05:04:46",2
"2017-01-13 05:04:52",2
"2017-01-13 05:04:53",2
"2017-01-13 05:04:55",2
"2017-01-13 05:05:35",2
"2017-01-13 05:05:51",2
"2017-01-13 05:06:12",2
"2017-01-13 05:06:31",2
"2017-01-13 05:07:05",2
"2017-01-13 05:07:57",2
"2017-01-13 05:08:27",2
"2017-01-13 05:08:28",2
"2017-01-13 05:08:45",2
"2017-01-13 05:08:50",2
"2017-01-13 05:09:01",2
"2017-01-13 05:09:16",2
"2017-01-13 05:09:33",2
"2017-01-13 05:09:35",2
"2017-01-13 05:09:39",2
"2017-01-13 05:09:50",2
"2017-01-13 05:09:52",2
"2017-01-13 05:10:05",2
"2017-01-13 05:10:43",2
"2017-01-13 05:10:51",2
"2017-01-13 05:11:03",2
"2017-01-13 05:11:11",2
"2017-01-13 05:11:17",2
"2017-01-13 05:11:20",2
"2017-01-13 05:11:36",2
"2017-01-13 05:11:53",2
"2017-01-13 05:11:56",2
"2017-01-13 05:12:06",2
"2017-01-13 05:12:40",2
"2017-01-13 05:12:53",2
"2017-01-13 05:13:43",2
"2017-01-13 05:13:58",2
"2017-01-13 05:14:05",2
"2017-01-13 05:14:09",2
"2017-01-13 05:15:22",2
"2017-01-13 05:15:30",2
"2017-01-13 05:16:08",2
"2017-01-13 05:16:20",2
"2017-01-13 05:16:35",2
"2017-01-13 05:16:54",2
"2017-01-13 05:17:06",2
"2017-01-13 05:17:13",2
"2017-01-13 05:17:31",2
"2017-01-13 05:17:49",2
"2017-01-13 05:17:54",2
"2017-01-13 05:18:42",2
"2017-01-13 05:18:48",2
"2017-01-13 05:18:59",2
"2017-01-13 05:19:10",2
"2017-01-13 05:19:13",2
"2017-01-13 05:19:29",2
"2017-01-13 05:19:29",2
"2017-01-13 05:19:33",2
"2017-01-13 05:19:39",2
"2017-01-13 05:19:50",2
"2017-01-13 05:20:06",2
"2017-01-13 05:20:26",2
"2017-01-13 05:20:45",2
"2017-01-13 05:20:47",2
"2017-01-13 05:20:59",2
"2017-01-13 05:21:04",2
"2017-01-13 05:21:21",2
"2017-01-13 05:21:54",2
"2017-01-13 05:21:56",2
"2017-01-13 05:22:03",2
"2017-01-13 05:22:04",2
"2017-01-13 05:22:30",2
"2017-01-13 05:22:38",2
"2017-01-13 05:23:06",2
"2017-01-13 05:23:19",2
"2017-01-13 05:23:21",2
"2017-01-13 05:23:48",2
"2017-01-13 05:23:51",2
"2017-01-13 05:24:45",2
"2017-01-13 05:24:46",2
"2017-01-13 05:24:50",2
"2017-01-13 05:25:10",2
"2017-01-13 05:25:27",2
"2017-01-13 05:25:38",2
"2017-01-13 05:25:43",2
"2017-01-13 05:26:03",2
"2017-01-13 05:26:39",2
"2017-01-13 05:26:52",2
"2017-01-13 05:27:02",2
"2017-01-13 05:27:10",2
"2017-01-13 05:27:43",2
"2017-01-13 05:27:48",2
"2017-01-13 05:28:08",2
"2017-01-13 05:28:08",2
"2017-01-13 05:28:16",2
"2017-01-13 05:28:21",2
"2017-01-13 05:28:23",2
"2017-01-13 05:28:23",2
"2017-01-13 05:28:41",2
"2017-01-13 05:28:47",2
"2017-01-13 05:29:08",2
"2017-01-13 05:29:12",2
"2017-01-13 05:29:48",2
"2017-01-13 05:30:10",2
"2017-01-13 05:30:18",2
"2017-01-13 05:30:24",2
"2017-01-13 05:30:36",2
