tpep_pickup_datetime,RatecodeID
"2017-01-04 00:00:17",2
"2017-01-04 00:00:33",2
"2017-01-04 00:00:38",2
"2017-01-04 00:00:58",2
"2017-01-04 00:01:07",2
"2017-01-04 00:01:11",2
"2017-01-04 00:01:19",2
"2017-01-04 00:01:24",2
"2017-01-04 00:01:24",2
"2017-01-04 00:01:40",2
"2017-01-04 00:01:59",2
"2017-01-04 00:02:00",2
"2017-01-04 00:02:16",2
"2017-01-04 00:02:24",2
"2017-01-04 00:02:32",2
"2017-01-04 00:02:36",2
"2017-01-04 00:02:36",2
"2017-01-04 00:02:48",2
"2017-01-04 00:02:54",2
"2017-01-04 00:02:54",2
"2017-01-04 00:03:20",2
"2017-01-04 00:03:47",2
"2017-01-04 00:04:10",2
"2017-01-04 00:04:30",2
"2017-01-04 00:05:00",2
"2017-01-04 00:05:14",2
"2017-01-04 00:05:16",2
"2017-01-04 00:05:16",2
"2017-01-04 00:06:06",2
"2017-01-04 00:06:43",2
"2017-01-04 00:07:07",2
"2017-01-04 00:07:15",2
"2017-01-04 00:07:16",2
"2017-01-04 00:07:18",2
"2017-01-04 00:07:20",2
"2017-01-04 00:07:36",2
"2017-01-04 00:07:44",2
"2017-01-04 00:07:51",2
"2017-01-04 00:07:51",2
"2017-01-04 00:08:12",2
"2017-01-04 00:09:40",2
"2017-01-04 00:10:06",2
"2017-01-04 00:10:08",2
"2017-01-04 00:10:16",2
"2017-01-04 00:10:34",2
"2017-01-04 00:10:44",2
"2017-01-04 00:10:52",2
"2017-01-04 00:11:06",2
"2017-01-04 00:11:33",2
"2017-01-04 00:11:35",2
"2017-01-04 00:11:55",2
"2017-01-04 00:12:23",2
"2017-01-04 00:12:29",2
"2017-01-04 00:13:17",2
"2017-01-04 00:13:43",2
"2017-01-04 00:13:57",2
"2017-01-04 00:14:05",2
"2017-01-04 00:14:10",2
"2017-01-04 00:14:20",2
"2017-01-04 00:14:46",2
"2017-01-04 00:15:05",2
"2017-01-04 00:15:39",2
"2017-01-04 00:15:45",2
"2017-01-04 00:16:21",2
"2017-01-04 00:16:23",2
"2017-01-04 00:16:54",2
"2017-01-04 00:17:27",2
"2017-01-04 00:17:40",2
"2017-01-04 00:17:40",2
"2017-01-04 00:17:53",2
"2017-01-04 00:17:55",2
"2017-01-04 00:18:37",2
"2017-01-04 00:18:41",2
"2017-01-04 00:19:29",2
"2017-01-04 00:19:45",2
"2017-01-04 00:20:14",2
"2017-01-04 00:20:41",2
"2017-01-04 00:21:38",2
"2017-01-04 00:21:40",2
"2017-01-04 00:21:51",2
"2017-01-04 00:21:58",2
"2017-01-04 00:21:59",2
"2017-01-04 00:22:04",2
"2017-01-04 00:22:07",2
"2017-01-04 00:22:10",2
"2017-01-04 00:23:01",2
"2017-01-04 00:23:06",2
"2017-01-04 00:23:35",2
"2017-01-04 00:23:38",2
"2017-01-04 00:23:54",2
"2017-01-04 00:23:59",2
"2017-01-04 00:25:00",2
"2017-01-04 00:25:13",2
"2017-01-04 00:25:14",2
"2017-01-04 00:25:14",2
"2017-01-04 00:25:45",2
"2017-01-04 00:25:47",2
"2017-01-04 00:26:07",2
"2017-01-04 00:26:14",2
"2017-01-04 00:26:23",2
"2017-01-04 00:26:26",2
"2017-01-04 00:26:32",2
"2017-01-04 00:26:35",2
"2017-01-04 00:26:37",2
"2017-01-04 00:26:49",2
"2017-01-04 00:26:54",2
"2017-01-04 00:26:58",2
"2017-01-04 00:27:28",2
"2017-01-04 00:27:32",2
"2017-01-04 00:27:36",2
"2017-01-04 00:27:38",2
"2017-01-04 00:27:50",2
"2017-01-04 00:27:57",2
"2017-01-04 00:28:01",2
"2017-01-04 00:28:26",2
"2017-01-04 00:28:39",2
"2017-01-04 00:28:52",2
"2017-01-04 00:29:04",2
"2017-01-04 00:29:17",2
"2017-01-04 00:29:21",2
"2017-01-04 00:29:25",2
"2017-01-04 00:29:28",2
"2017-01-04 00:29:34",2
"2017-01-04 00:29:50",2
"2017-01-04 00:29:50",2
"2017-01-04 00:29:51",2
"2017-01-04 00:29:56",2
"2017-01-04 00:30:15",2
"2017-01-04 00:30:18",2
"2017-01-04 00:30:22",2
"2017-01-04 00:30:29",2
"2017-01-04 00:30:42",2
"2017-01-04 00:30:53",2
"2017-01-04 00:31:07",2
"2017-01-04 00:31:16",2
"2017-01-04 00:31:16",2
"2017-01-04 00:31:26",2
"2017-01-04 00:31:37",2
"2017-01-04 00:31:48",2
"2017-01-04 00:32:00",2
"2017-01-04 00:32:00",2
"2017-01-04 00:32:04",2
"2017-01-04 00:32:06",2
"2017-01-04 00:32:17",2
"2017-01-04 00:32:31",2
"2017-01-04 00:32:40",2
"2017-01-04 00:32:52",2
"2017-01-04 00:33:11",2
"2017-01-04 00:33:15",2
"2017-01-04 00:33:24",2
"2017-01-04 00:33:29",2
"2017-01-04 00:33:34",2
"2017-01-04 00:34:09",2
"2017-01-04 00:34:20",2
"2017-01-04 00:34:36",2
"2017-01-04 00:34:42",2
"2017-01-04 00:34:42",2
"2017-01-04 00:35:06",2
"2017-01-04 00:35:47",2
"2017-01-04 00:35:50",2
"2017-01-04 00:36:02",2
"2017-01-04 00:36:02",2
"2017-01-04 00:36:05",2
"2017-01-04 00:36:13",2
"2017-01-04 00:36:58",2
"2017-01-04 00:37:01",2
"2017-01-04 00:37:08",2
"2017-01-04 00:37:23",2
"2017-01-04 00:37:28",2
"2017-01-04 00:37:36",2
"2017-01-04 00:37:56",2
"2017-01-04 00:38:06",2
"2017-01-04 00:38:39",2
"2017-01-04 00:39:17",2
"2017-01-04 00:39:56",2
"2017-01-04 00:40:12",2
"2017-01-04 00:40:31",2
"2017-01-04 00:40:55",2
